date,Secs-of-year,Calculated Date,"BX,_GSE","BY,_GSE","BZ,_GSE","BY,_GSM ","BZ,_GSM","VX_VELOCITY,_GSE","VY_VELOCITY,_GSE","VZ_VELOCITY,_GSE",TEMPERATURE,SYM
1998,3977400,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-11
1998,3977700,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-11
1998,3978000,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-12
1998,3978300,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-12
1998,3978600,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-12
1998,3978900,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-12
1998,3979200,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-12
1998,3979500,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-12
1998,3979800,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-13
1998,3980100,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-13
1998,3980400,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-13
1998,3980700,1998-02-16,5.99,-1.15,-1.6,-0.26,-1.95,-348.9,-46.5,-15.5,83228,-13
1998,3981000,1998-02-16,5.94,-1.42,-1.25,-0.66,-1.77,-350,-32.5,-19.4,73581,-13
1998,3981300,1998-02-16,6.06,-1.19,-1.08,-0.55,-1.51,-350.8,-42.8,-16.4,57655,-13
1998,3981600,1998-02-16,6.24,-1.13,-0.88,-0.58,-1.3,-347.4,-39.1,-14.7,40115,-12
1998,3981900,1998-02-16,6.41,0.1,-0.81,0.46,-0.67,-347.7,-38.9,-15.4,38940,-12
1998,3982200,1998-02-16,6.36,0.08,-0.6,0.35,-0.49,-345.8,-20.6,-8.9,39520,-12
1998,3982500,1998-02-16,6.44,-0.03,-0.46,0.19,-0.42,-348,-14.8,-16.2,36851,-12
1998,3982800,1998-02-16,6.6,-0.28,-0.24,-0.14,-0.34,-344.8,-20.4,-10,42150,-12
1998,3983100,1998-02-16,6.72,-0.23,0.07,-0.23,-0.05,-345.8,-20.7,-5,39186,-12
1998,3983400,1998-02-16,6.73,-0.34,0.2,-0.39,0.03,-346,-22.7,-4.3,35880,-11
1998,3983700,1998-02-16,6.74,-0.28,-0.31,-0.11,-0.4,-345,-22,-10.6,40102,-11
1998,3984000,1998-02-16,6.8,-0.34,-0.38,-0.13,-0.49,-345.7,-33.6,-16.1,42647,-10
1998,3984300,1998-02-16,6.63,0.29,-0.57,0.52,-0.38,-345.4,-29.1,-10.4,36108,-9
1998,3984600,1998-02-16,6.47,0.72,-1.06,1.11,-0.64,-345.1,-5.3,-9,38132,-9
1998,3984900,1998-02-16,6.4,0.95,-1.06,1.32,-0.54,-346.7,1.2,-14.5,38848,-9
1998,3985200,1998-02-16,6.4,1.37,-0.93,1.64,-0.24,-346.9,3.3,-18.4,43486,-9
1998,3985500,1998-02-16,6.21,1.59,-0.99,1.85,-0.21,-343.4,-3.6,4.8,35990,-9
1998,3985800,1998-02-16,6.3,1.8,0.23,1.53,0.98,-344.6,4.2,-0.8,39574,-8
1998,3986100,1998-02-16,6.38,1.03,0.83,0.58,1.19,-345.1,-1.8,-3.9,37330,-8
1998,3986400,1998-02-16,6.39,0.9,1.56,0.17,1.79,-346.1,-5.6,8.4,37650,-8
1998,3986700,1998-02-16,6.32,-0.24,1.5,-0.84,1.27,-346.1,-14,10.5,39377,-8
1998,3987000,1998-02-16,6.25,-0.66,1.52,-1.23,1.11,-344.2,-25.1,2.5,38206,-8
1998,3987300,1998-02-16,6.2,-1.41,1.06,-1.72,0.39,-347.5,-30.6,7.3,40157,-8
1998,3987600,1998-02-16,6.16,-1.07,1.08,-1.41,0.55,-354,-45.4,5.8,55769,-8
1998,3987900,1998-02-16,6.32,-0.47,1.28,-0.94,0.99,-349.7,-26,9.6,41908,-8
1998,3988200,1998-02-16,6.28,-0.09,1.06,-0.5,0.94,-350.4,-29.5,12.1,42470,-8
1998,3988500,1998-02-16,6.25,0.08,0.85,-0.26,0.82,99999.9,99999.9,99999.9,10000000,-8
1998,3988800,1998-02-16,6.34,-0.3,0.94,-0.64,0.75,-348.4,-28.2,5.3,39185,-8
1998,3989100,1998-02-16,6.37,-0.37,0.86,-0.67,0.65,-349.1,-18.9,3.6,48330,-8
1998,3989400,1998-02-16,6.42,-0.42,0.63,-0.63,0.42,-351.8,-33.9,1.1,42612,-7
1998,3989700,1998-02-16,6.22,-0.53,1.29,-0.98,0.99,-352.8,-33.1,4.9,53097,-7
1998,3990000,1998-02-16,6.22,-1.11,1.06,-1.42,0.57,-355.2,-37,4.4,57506,-7
1998,3990300,1998-02-16,6.31,-1.11,0.38,-1.17,-0.06,-355.2,-38,-2,78315,-7
1998,3990600,1998-02-16,5.93,-2.39,0.69,-2.48,-0.23,-358.3,-46.9,0.1,61111,-6
1998,3990900,1998-02-16,5.65,-3.28,1.6,-3.64,0.31,-364.9,-48,1.4,40501,-6
1998,3991200,1998-02-16,5.9,-3.09,1.81,-3.53,0.58,-363.5,-31.8,6.1,49868,-6
1998,3991500,1998-02-16,5.68,-3.53,1.65,-3.89,0.29,99999.9,99999.9,99999.9,10000000,-6
1998,3991800,1998-02-16,5.66,-2.17,1.75,-2.64,0.88,-362.9,-36.7,12.2,60750,-5
1998,3992100,1998-02-16,5.75,-0.81,1.38,-1.24,1.01,-365.5,-45.6,1,38025,-5
1998,3992400,1998-02-16,5.05,-1.15,1.09,-1.46,0.64,-368.1,-28.3,6.5,72008,-6
1998,3992700,1998-02-16,3.35,-0.01,0.56,-0.2,0.52,-393.2,-12.3,-9.7,63729,-6
1998,3993000,1998-02-16,3.47,-0.51,0.9,-0.78,0.68,-380.4,-22.8,-0.8,90391,-6
1998,3993300,1998-02-16,1.19,4.46,0.18,4.15,1.64,-412,45,-14.8,70722,-6
1998,3993600,1998-02-16,2.23,3.4,1.73,2.65,2.75,-406.2,17.8,1.4,57388,-5
1998,3993900,1998-02-16,2.89,3.41,0.93,2.93,1.98,-396.4,20.1,-5.7,51781,-4
1998,3994200,1998-02-16,3.54,2.79,-0.17,2.7,0.73,-394.6,14.9,-13.2,64038,-3
1998,3994500,1998-02-16,4.68,1.43,-1.4,1.8,-0.88,-379.5,8,-37.8,69856,-3
1998,3994800,1998-02-16,4.68,2.09,1.79,1.43,2.35,-380.4,17.9,-8.3,66704,-4
1998,3995100,1998-02-16,4.05,3.38,1.29,2.83,2.26,99999.9,99999.9,99999.9,10000000,-4
1998,3995400,1998-02-16,4.55,2.23,1.45,1.69,2.05,99999.9,99999.9,99999.9,10000000,-4
1998,3995700,1998-02-16,4.81,1.79,2.21,1.06,2.65,-377,5,1.6,82820,-4
1998,3996000,1998-02-16,3.95,3.72,1.64,3.08,2.66,-383.6,17,-10.2,72675,-4
1998,3996300,1998-02-16,4.72,2.64,2.57,1.79,3.23,-380.5,17.7,-5.3,68097,-4
1998,3996600,1998-02-16,5.06,1.53,2.59,0.73,2.92,-381.3,13.8,-4.8,81894,-5
1998,3996900,1998-02-16,4.28,0.69,2.52,-0.05,2.61,-390,-3.6,-3,86236,-5
1998,3997200,1998-02-16,4.14,-1.5,2.31,-2.08,1.8,-393.3,-5.3,-5.8,82881,-4
1998,3997500,1998-02-16,2.39,3.9,1.98,3.21,2.97,-402.4,18.1,-9.7,63572,-5
1998,3997800,1998-02-16,1.96,4.97,1.88,4.28,3.15,-407.2,31.8,-13.9,53902,-5
1998,3998100,1998-02-16,2.48,4.75,1.4,4.2,2.62,-398.2,23.6,-15.8,65288,-4
1998,3998400,1998-02-16,2.95,4.13,2.27,3.39,3.27,-397.5,22.4,-5.3,57743,-4
1998,3998700,1998-02-16,3.23,3.53,2.23,2.83,3.07,-393.9,19.3,-12.5,65730,-4
1998,3999000,1998-02-16,1.67,4.89,2.23,4.16,3.4,-410.2,30.2,-9.2,48157,-4
1998,3999300,1998-02-16,1.79,3.34,3.39,2.38,4.12,-409.3,18.2,3.1,51240,-3
1998,3999600,1998-02-16,1.27,4.99,1,4.58,2.21,-410.3,31.1,-19.8,52445,-4
1998,3999900,1998-02-16,3.63,3.92,1.74,3.37,2.65,-392.5,23.7,-8.1,64757,-4
1998,4000200,1998-02-16,4.13,3.85,1.82,3.3,2.69,-392,27.3,-12.2,56208,-4
1998,4000500,1998-02-16,5.02,2.21,2.5,1.55,2.95,-384.5,16.5,-8,63520,-5
1998,4000800,1998-02-16,4.51,3.59,1.88,3.05,2.67,-388.4,27.7,-12.5,53536,-5
1998,4001100,1998-02-16,3.88,4.48,0.96,4.13,1.97,-393.8,31.2,-18.4,60371,-5
1998,4001400,1998-02-16,4.58,3.2,2.69,2.5,3.34,-389.2,26.4,-10.1,65035,-5
1998,4001700,1998-02-16,4.84,2.9,2.78,2.2,3.36,-387.6,26,-7,54121,-5
1998,4002000,1998-02-16,4.61,2.74,2.75,2.06,3.29,-390.2,25.8,-7.9,56124,-4
1998,4002300,1998-02-16,1.65,5.11,1.49,4.66,2.57,-400.8,32,-13.9,49362,-4
1998,4002600,1998-02-16,-0.4,5.8,-0.65,5.8,0.62,-420,37.2,-25.6,35145,-3
1998,4002900,1998-02-16,1.56,5.1,1.02,4.76,2.09,-417.2,34.7,-25,40614,-3
1998,4003200,1998-02-16,3.25,4.33,1.73,3.87,2.6,-403.1,31.3,-14.7,68755,-2
1998,4003500,1998-02-16,2.23,5.02,1.67,4.56,2.67,-406.2,34.3,-15.1,57788,-2
1998,4003800,1998-02-16,2.1,5,1.57,4.57,2.55,-405.3,37.1,-13.9,57416,-2
1998,4004100,1998-02-16,1.9,5.13,1.64,4.7,2.64,-405,37.9,-14.2,50214,-4
1998,4004400,1998-02-16,1.47,5.23,1.98,4.73,2.98,-407.7,38.5,-13.7,47424,-4
1998,4004700,1998-02-16,1.15,5.21,2.16,4.69,3.15,-409.5,37.4,-12.2,43569,-3
1998,4005000,1998-02-16,0.02,5.63,0.86,5.35,1.94,-416.2,38,-19.4,34114,-4
1998,4005300,1998-02-16,2.75,4.22,2.85,3.59,3.61,-401.1,32.8,-9.6,58162,-5
1998,4005600,1998-02-16,3.98,2.26,3.87,1.48,4.23,-389.6,24.2,-2,57502,-7
1998,4005900,1998-02-16,2.36,2.9,2.61,2.36,3.1,-393.1,19,-3.2,47664,-7
1998,4006200,1998-02-16,-0.81,5.12,1.06,4.83,1.99,-423,31.2,-23,33612,-4
1998,4006500,1998-02-16,-0.55,4.94,1.23,4.63,2.11,-423.4,28.9,-24.1,33899,-4
1998,4006800,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-4
1998,4007100,1998-02-16,1.97,4.69,2.26,4.21,3.07,99999.9,99999.9,99999.9,10000000,-4
1998,4007400,1998-02-16,2.77,3.95,2.49,3.45,3.15,99999.9,99999.9,99999.9,10000000,-5
1998,4007700,1998-02-16,3.57,3.3,2.37,2.83,2.91,-401.4,26.1,-11.6,38079,-6
1998,4008000,1998-02-16,3.81,3.46,2.21,3.02,2.78,-399.8,23.6,-13.4,43225,-6
1998,4008300,1998-02-16,3.58,3.19,2.15,2.77,2.67,-403.3,18.1,-16.5,41168,-5
1998,4008600,1998-02-16,3.49,2.28,2.11,1.88,2.47,-401.2,19.7,-13.6,38862,-5
1998,4008900,1998-02-16,3.28,3.23,1.76,2.88,2.28,-402,17.4,-15.3,32286,-5
1998,4009200,1998-02-16,2.33,4.03,1.39,3.73,2.05,-405.8,21,-18.9,32145,-5
1998,4009500,1998-02-16,2.52,3.88,1.65,3.54,2.28,-403.8,21.2,-17,30207,-6
1998,4009800,1998-02-16,2.86,3.17,2.27,2.75,2.77,-400.4,16.7,-13.2,30465,-6
1998,4010100,1998-02-16,2.17,4.39,0.93,4.17,1.64,-405.8,17.7,-21,28209,-5
1998,4010400,1998-02-16,2.27,4.45,1.49,4.14,2.21,-412.4,18.4,-28,25301,-7
1998,4010700,1998-02-16,2.63,4.5,1.73,4.15,2.45,99999.9,99999.9,99999.9,10000000,-4
1998,4011000,1998-02-16,2.85,4.24,1.78,3.89,2.45,-402.3,16.6,-18.8,31755,-3
1998,4011300,1998-02-16,3.12,3.85,2.02,3.47,2.63,-401.9,14,-19.7,32914,-2
1998,4011600,1998-02-16,3.33,3.56,2.27,3.14,2.82,-398.4,14.6,-17,30628,-2
1998,4011900,1998-02-16,3.77,2.17,2.52,1.73,2.84,-401.4,14.8,-17.2,37601,-2
1998,4012200,1998-02-16,4.27,1.37,2.61,0.93,2.79,-393.9,12.1,-14.2,36111,-2
1998,4012500,1998-02-16,4.4,1.29,2.76,0.82,2.93,-393.7,14.8,-12.8,36821,-2
1998,4012800,1998-02-16,4.45,1.4,2.72,0.94,2.91,-394.1,16.2,-14.3,35754,-2
1998,4013100,1998-02-16,4.46,1.2,2.75,0.74,2.91,99999.9,99999.9,99999.9,10000000,-3
1998,4013400,1998-02-16,3.89,2.04,2.81,1.56,3.11,-396.1,18.7,-14.8,38934,-2
1998,4013700,1998-02-16,3.61,2.19,2.95,1.68,3.26,-399.1,19.4,-15.2,35124,-2
1998,4014000,1998-02-16,3.56,2.16,2.97,1.65,3.29,-397.7,18.5,-15.8,35712,-3
1998,4014300,1998-02-16,3.9,2.27,2.64,1.81,2.98,-398.3,17,-16.9,35081,-3
1998,4014600,1998-02-16,3.91,2.43,2.4,2.01,2.76,-394.4,18.8,-16.5,37813,-2
1998,4014900,1998-02-16,3.88,2.11,2.56,1.67,2.87,-398.8,19.9,-16.3,38909,-1
1998,4015200,1998-02-16,3.89,2.36,2.23,1.96,2.58,-395.7,24.5,-16.1,47006,-1
1998,4015500,1998-02-16,3.96,1.79,2.21,1.41,2.47,-397.7,25.4,-19,34906,-1
1998,4015800,1998-02-16,4.43,1.07,2.06,0.71,2.21,-392,16.3,-23.4,34244,-2
1998,4016100,1998-02-16,4.47,0.33,2.35,-0.06,2.37,-391.7,14.1,-24,35488,-2
1998,4016400,1998-02-16,4.37,1.05,2.39,0.64,2.53,-392.4,14.5,-24.3,32850,-2
1998,4016700,1998-02-16,4.12,2.43,2.41,2,2.78,-392.3,16.9,-23.8,34996,-2
1998,4017000,1998-02-16,4.23,1.81,2.45,1.37,2.72,-390.7,17.2,-22.7,36160,-1
1998,4017300,1998-02-16,4.36,1.8,2.59,1.34,2.86,-390.5,16.4,-25.3,31699,-1
1998,4017600,1998-02-16,4.49,1.71,2.63,1.24,2.88,-390.8,16.8,-25.1,32482,-1
1998,4017900,1998-02-16,4.49,1.68,2.66,1.2,2.91,-390.4,17.1,-25.4,32813,-1
1998,4018200,1998-02-16,4.63,1.21,2.86,0.7,3.03,-389.9,15.7,-25.2,33649,-2
1998,4018500,1998-02-16,4.68,0.52,2.87,0.01,2.92,-390,17.5,-25.7,34814,-2
1998,4018800,1998-02-16,4.66,0.78,2.88,0.26,2.97,-389.8,18.7,-25.7,35369,-3
1998,4019100,1998-02-16,4.68,1.31,2.77,0.8,2.96,-388.9,16.1,-25.2,36408,-3
1998,4019400,1998-02-16,4.73,1.29,2.79,0.77,2.97,-388.7,14.5,-26.9,31727,-3
1998,4019700,1998-02-16,4.64,1.51,2.79,0.98,3.02,-391.3,11.5,-26.9,30736,-4
1998,4020000,1998-02-16,4.74,0.81,2.6,0.33,2.7,-392.3,10.8,-27.4,31163,-4
1998,4020300,1998-02-16,4.97,0.18,2.82,-0.34,2.8,-392.2,14.6,-29.4,33206,-4
1998,4020600,1998-02-16,4.96,0.81,2.55,0.32,2.66,-390.6,15.4,-27.8,32214,-3
1998,4020900,1998-02-16,4.85,0.52,2.77,-0.01,2.81,-389.5,19.1,-26.7,37190,-3
1998,4021200,1998-02-16,4.76,-0.01,2.7,-0.53,2.65,-391,16.9,-28.3,33600,-3
1998,4021500,1998-02-16,4.84,0.04,2.84,-0.51,2.8,-390.5,17.6,-29,31911,-3
1998,4021800,1998-02-16,4.82,-1.48,3.03,-2.04,2.68,-392.2,17.9,-31.3,29289,-3
1998,4022100,1998-02-16,5,-2.53,3.41,-3.15,2.84,-394.7,17.1,-32.5,22764,-4
1998,4022400,1998-02-16,4.87,-2.77,3.48,-3.41,2.86,-394.3,17.5,-32.5,22719,-5
1998,4022700,1998-02-16,4.79,-2.94,3.2,-3.52,2.54,-394.2,16.2,-33.1,25195,-4
1998,4023000,1998-02-16,4.65,-2.88,3.34,-3.5,2.68,-393.6,15.8,-34,28122,-5
1998,4023300,1998-02-16,4.93,-2.62,3.16,-3.22,2.54,-393.3,14.4,-34.5,32578,-5
1998,4023600,1998-02-16,5.01,-1.9,3.26,-2.54,2.79,-393,13.5,-33.1,28503,-5
1998,4023900,1998-02-16,5.04,-0.04,1.99,-0.46,1.94,-388.4,8.1,-29.2,40020,-4
1998,4024200,1998-02-16,4.96,-0.53,2.34,-1.02,2.17,-389.1,7.4,-29.7,40334,-3
1998,4024500,1998-02-16,5.46,-1.65,2.82,-2.23,2.39,-391.5,14.6,-32.5,31595,-5
1998,4024800,1998-02-16,5.7,-1.1,2.76,-1.69,2.45,-392.4,16.2,-34,29524,-5
1998,4025100,1998-02-16,5.71,-1.21,2.9,-1.83,2.56,-392.9,16,-35.6,33031,-5
1998,4025400,1998-02-16,5.73,-1.12,3,-1.77,2.67,-393.2,16,-35,32496,-5
1998,4025700,1998-02-16,5.69,-1.41,2.98,-2.06,2.58,-392.5,17.8,-34.9,29640,-4
1998,4026000,1998-02-16,5.49,-2.28,2.87,-2.88,2.26,-392.6,17.1,-36.7,29825,-4
1998,4026300,1998-02-16,5.59,-2.7,2.43,-3.19,1.72,-393.2,16.8,-37,29622,-4
1998,4026600,1998-02-16,5.3,-2.39,2.54,-2.93,1.9,-392.8,14.3,-36.2,33397,-4
1998,4026900,1998-02-16,5.01,-1.95,2.67,-2.54,2.12,-389.7,12,-33.9,31773,-4
1998,4027200,1998-02-16,5.06,-1.77,2.81,-2.4,2.29,-389.8,11.9,-36.2,32471,-3
1998,4027500,1998-02-16,5.01,-2.7,2.53,-3.24,1.78,-388.9,13.6,-35.4,33920,-3
1998,4027800,1998-02-16,5.07,-2.99,2.34,-3.48,1.52,99999.9,99999.9,99999.9,10000000,-3
1998,4028100,1998-02-16,4.9,-3.48,2.2,-3.92,1.24,-389.2,14,-33.8,30901,-3
1998,4028400,1998-02-16,5.08,-2.91,2.08,-3.35,1.26,-385.8,13.8,-32.7,34522,-3
1998,4028700,1998-02-16,5.44,-1.89,1.99,-2.35,1.43,-387.3,3.4,-30.3,36780,-2
1998,4029000,1998-02-16,5.72,-0.58,2.1,-1.11,1.88,-385.8,2.6,-35.6,36762,-2
1998,4029300,1998-02-16,6.01,0.35,2.45,-0.32,2.45,-385.1,6,-33.4,29377,-2
1998,4029600,1998-02-16,6.03,0.13,2.37,-0.52,2.32,-386.6,0.5,-34.4,37571,-2
1998,4029900,1998-02-16,6.32,-0.57,1.77,-1.04,1.54,-386.5,3.7,-35.1,31462,-2
1998,4030200,1998-02-16,6.43,-0.33,1.57,-0.76,1.42,-385.8,4.7,-36.1,28970,-3
1998,4030500,1998-02-16,6.27,-0.26,1.89,-0.79,1.74,-384.7,2.9,-37.9,26700,-2
1998,4030800,1998-02-16,5.89,0.48,2.37,-0.22,2.4,-382,1.1,-37.5,28501,-2
1998,4031100,1998-02-16,5.8,0.63,2.44,-0.1,2.52,-380.8,2.9,-37.3,28834,-2
1998,4031400,1998-02-16,6.02,0.39,1.9,-0.18,1.93,-381.6,4.3,-35.9,28991,-1
1998,4031700,1998-02-16,6.24,0.26,1.45,-0.19,1.46,-382.2,5.8,-38.7,30179,-1
1998,4032000,1998-02-16,6.13,0.43,1.85,-0.15,1.89,-380.2,4.9,-39.9,29497,-1
1998,4032300,1998-02-16,5.81,-0.3,2.56,-1.07,2.35,-381,3.9,-39.2,31600,-1
1998,4032600,1998-02-16,5.45,-0.82,2.94,-1.68,2.54,-381.4,2.9,-39.4,30626,-1
1998,4032900,1998-02-16,5.19,-0.43,3.1,-1.38,2.81,-379.9,4.4,-40.7,29774,-1
1998,4033200,1998-02-16,5.67,1.89,0.39,1.67,0.96,-381.3,6.6,-42.9,30064,-1
1998,4033500,1998-02-16,5.64,1.1,1.14,0.68,1.44,-380.1,3.4,-40.5,30114,-2
1998,4033800,1998-02-16,5.51,1.31,1.14,0.88,1.5,-379.5,4.9,-41.4,36156,-3
1998,4034100,1998-02-16,5.56,0.53,1.33,0.06,1.43,-379.2,6.9,-39.9,31545,-2
1998,4034400,1998-02-16,5.54,0.07,1.63,-0.48,1.56,-379.6,4,-37.8,30811,0
1998,4034700,1998-02-16,5.31,0.26,2,-0.42,1.97,-379.7,0.1,-36,30024,1
1998,4035000,1998-02-16,5.17,-0.46,2.38,-1.23,2.08,-378.7,2,-37.1,30136,0
1998,4035300,1998-02-16,5.14,-0.43,2.39,-1.23,2.1,-377.8,4.6,-38.2,29815,0
1998,4035600,1998-02-16,4.93,-0.76,2.64,-1.63,2.22,-375.3,6.2,-37.8,30357,-1
1998,4035900,1998-02-16,5.67,0.53,1.44,-0.01,1.53,-379.2,2,-31.4,30549,-1
1998,4036200,1998-02-16,5.67,0.19,1.61,-0.39,1.58,-377.6,0.4,-30.6,34032,-1
1998,4036500,1998-02-16,5.54,-0.34,2.2,-1.1,1.94,-377.1,2,-33.9,28047,-1
1998,4036800,1998-02-16,5.47,-0.54,2.01,-1.23,1.68,-377.6,1.5,-31.6,26434,-2
1998,4037100,1998-02-16,5.38,-0.69,2.1,-1.41,1.7,-377.3,2.3,-31.5,25214,-3
1998,4037400,1998-02-16,5.44,-0.42,1.93,-1.1,1.64,-376.9,2.5,-32.6,23725,-2
1998,4037700,1998-02-16,5.54,-0.55,1.84,-1.19,1.51,-375.6,0.8,-32.3,27994,-2
1998,4038000,1998-02-16,5.65,-0.45,1.79,-1.1,1.49,-375.6,2.7,-35.8,23881,-1
1998,4038300,1998-02-16,5.67,-0.51,1.64,-1.1,1.33,-375.6,2.7,-35.6,24318,-1
1998,4038600,1998-02-16,5.73,-0.72,1.46,-1.22,1.07,-376,2.4,-36,24969,-1
1998,4038900,1998-02-16,5.56,-0.96,1.7,-1.55,1.19,-374.3,-4.4,-32.8,26293,-1
1998,4039200,1998-02-16,5.48,-1.08,1.8,-1.7,1.24,-371.9,1.8,-23.4,28950,-1
1998,4039500,1998-02-16,5.5,-1.13,1.68,-1.7,1.09,-372.8,3.7,-27.9,32544,-2
1998,4039800,1998-02-16,5.55,-1.2,1.48,-1.69,0.88,-371.3,4.4,-29.7,31100,-2
1998,4040100,1998-02-16,5.64,-1.33,1.32,-1.74,0.68,-372.9,4.1,-32.6,34387,-2
1998,4040400,1998-02-16,5.57,-1.62,1.37,-2.04,0.6,99999.9,99999.9,99999.9,10000000,-2
1998,4040700,1998-02-16,5.38,-1.51,1.76,-2.1,1,-374.6,2.7,-40.6,29355,-2
1998,4041000,1998-02-16,5.11,-1.1,2.97,-2.22,2.25,-373.2,0.1,-41.4,25948,-1
1998,4041300,1998-02-16,5.11,-1.73,2.24,-2.5,1.32,-374.6,1,-37.9,25139,-1
1998,4041600,1998-02-16,5.11,-2.43,1.19,-2.7,0.07,-376.5,3,-32.4,24803,-2
1998,4041900,1998-02-16,4.86,-2.16,1.86,-2.74,0.78,-373.6,2.6,-29.9,27604,-2
1998,4042200,1998-02-16,4.74,-2.08,2.47,-2.93,1.35,-374.5,2.1,-28.6,25652,-2
1998,4042500,1998-02-16,4.77,-1.63,2.97,-2.74,1.99,-372.3,0.8,-26.9,25214,-1
1998,4042800,1998-02-16,4.52,-1.22,3.4,-2.57,2.54,-370.4,1.8,-28.3,28122,-1
1998,4043100,1998-02-16,4.35,-0.75,3.77,-2.31,3.08,-371.2,1.2,-27.2,24423,-2
1998,4043400,1998-02-16,4.03,-0.51,4.18,-2.29,3.54,-374,3.2,-22.2,24578,-3
1998,4043700,1998-02-16,4.3,-0.86,3.71,-2.41,2.96,-372.9,1.3,-25.4,26272,-3
1998,4044000,1998-02-16,4.46,-1,3.52,-2.46,2.71,-373.1,0.3,-26.6,27796,-4
1998,4044300,1998-02-16,4.74,-1.11,3.09,-2.38,2.27,-373.9,2.7,-29.5,26351,-4
1998,4044600,1998-02-16,4.82,-1.38,2.28,-2.25,1.42,-372.9,0.5,-30.4,33698,-4
1998,4044900,1998-02-16,5.09,-1.3,0.87,-1.56,0.19,-371.2,0.6,-29.6,30538,-4
1998,4045200,1998-02-16,5.34,-2.24,0.32,-2.14,-0.74,-375.1,1.7,-31.2,29489,-5
1998,4045500,1998-02-16,5.22,-3.19,0.51,-3.07,-1,-380.5,3.1,-28.7,31055,-6
1998,4045800,1998-02-16,5.17,-3.3,0.78,-3.29,-0.82,-382.1,8.1,-29.3,27959,-6
1998,4046100,1998-02-16,5.21,-3.29,0.39,-3.09,-1.18,99999.9,99999.9,99999.9,10000000,-6
1998,4046400,1998-02-16,5.32,-3.13,0.08,-2.81,-1.38,-382.1,10.4,-34.2,28219,-7
1998,4046700,1998-02-16,5.34,-3.07,0.04,-2.73,-1.4,-381.8,10,-34.4,27914,-7
1998,4047000,1998-02-16,5.38,-3.01,-0.04,-2.64,-1.45,-382.1,9.6,-34.1,27239,-7
1998,4047300,1998-02-16,5.31,-3.08,-0.46,-2.49,-1.86,-381.8,8.7,-35.4,26200,-8
1998,4047600,1998-02-16,5.33,-2.91,0.58,-2.85,-0.87,-381.8,7.2,-31.6,26208,-8
1998,4047900,1998-02-16,5.38,-2.75,0.91,-2.85,-0.51,-382.1,7.8,-35.6,27866,-7
1998,4048200,1998-02-16,5.19,-2.79,1.31,-3.08,-0.19,-380.9,3.8,-32.6,29000,-7
1998,4048500,1998-02-16,5.33,-2.95,1.44,-3.28,-0.16,-382,6,-32,28139,-5
1998,4048800,1998-02-16,5.36,-2.87,1.62,-3.3,0.03,-381.8,3.2,-29.7,24931,-4
1998,4049100,1998-02-16,5.41,-2.73,1.67,-3.19,0.13,-381.9,2.9,-30.1,25190,-4
1998,4049400,1998-02-16,5.38,-2.91,1.51,-3.27,-0.1,-381.9,2.6,-30.5,25450,-4
1998,4049700,1998-02-16,5.46,-2.77,1.42,-3.11,-0.12,-381.2,3.6,-31.4,25924,-5
1998,4050000,1998-02-16,5.37,-2.72,1.79,-3.25,0.22,-380.2,1.6,-32.5,28858,-5
1998,4050300,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-5
1998,4050600,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-6
1998,4050900,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-7
1998,4051200,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-7
1998,4051500,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-6
1998,4051800,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-6
1998,4052100,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-6
1998,4052400,1998-02-16,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-5
